"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Ordinary Boys","Layla","F","2","Griffin","162.87302","paid","Lake Havasu City-Kingman, AZ","723","Boys Will Be Boys","24"
"Radiohead","Layla","F","3","Griffin","235.7024","paid","Lake Havasu City-Kingman, AZ","723","Creep (Explicit)","24"
"Pieces Of A Dream","Layla","F","4","Griffin","315.79383","paid","Lake Havasu City-Kingman, AZ","723","Ocean View","24"
"Cartola","Layla","F","5","Griffin","127.242","paid","Lake Havasu City-Kingman, AZ","723","Tive Sim","24"
"Epica","Layla","F","6","Griffin","254.9024","paid","Lake Havasu City-Kingman, AZ","723","Incentive (Bonus Track)","24"
"Andreas Johnson","Layla","F","7","Griffin","190.17098","paid","Lake Havasu City-Kingman, AZ","723","A Little Bit Of Love","24"
"Sam Sparro","Layla","F","8","Griffin","210.33751","paid","Lake Havasu City-Kingman, AZ","723","Black & Gold","24"
"Boards of Canada","Layla","F","9","Griffin","317.70077","paid","Lake Havasu City-Kingman, AZ","723","June 9th","24"
"Sonny & Cher","Layla","F","10","Griffin","222.30159","paid","Lake Havasu City-Kingman, AZ","723","What Now My Love (LP Version)","24"
"Dakota Oak","Layla","F","11","Griffin","45.63546","paid","Lake Havasu City-Kingman, AZ","723","Baker's Blue Jay Yarn","24"
"Derek Webb","Layla","F","12","Griffin","166.19057","paid","Lake Havasu City-Kingman, AZ","723","Please_ Before I Go","24"
"The Hippos","Layla","F","13","Griffin","127.58159","paid","Lake Havasu City-Kingman, AZ","723","Freeze Up","24"
"Regina Spektor","Molly","F","0","Taylor","191.08526","free","St. Louis, MO-IL","702","The Calculation (Album Version)","35"
"Dragonforce","Theodore","M","0","Smith","473.41669","free","Houston-The Woodlands-Sugar Land, TX","601","Revolution Deathsquad (Album Version)","52"
"Alliance Ethnik","Molly","F","1","Taylor","252.21179","free","St. Louis, MO-IL","702","ReprÃÂ©sente","35"
"Dave Hollister","Theodore","M","1","Smith","271.62077","free","Houston-The Woodlands-Sugar Land, TX","601","One Woman Man","52"
"Dave Evans & Thunder Down Under","Mohammad","M","0","Rodriguez","201.01179","free","Sacramento--Roseville--Arden-Arcade, CA","726","Somebody Better","88"
"Los Alegres De Teran","Mohammad","M","1","Rodriguez","164.54485","free","Sacramento--Roseville--Arden-Arcade, CA","726","Llore Por Tu Amor","88"
"Leggo Beast","Mohammad","M","2","Rodriguez","321.93261","free","Sacramento--Roseville--Arden-Arcade, CA","726","Itchy Feet","88"
"Tiamat","Mohammad","M","3","Rodriguez","85.73342","free","Sacramento--Roseville--Arden-Arcade, CA","726","Diyala","88"
"Me In Motion","Mohammad","M","7","Rodriguez","156.62975","paid","Sacramento--Roseville--Arden-Arcade, CA","726","Here In The Middle","88"
"Andre Hazes","Kaleb","M","1","Cook","206.70649","free","Yuba City, CA","683","Droomland (duet met Paul de Leeuw)","54"
"Eva Cassidy","Mohammad","M","8","Rodriguez","289.56689","paid","Sacramento--Roseville--Arden-Arcade, CA","726","Autumn Leaves","88"
"Coldplay","Kaleb","M","2","Cook","298.762","free","Yuba City, CA","683","Shiver","54"
"Blind Melon","Mohammad","M","9","Rodriguez","166.39955","paid","Sacramento--Roseville--Arden-Arcade, CA","726","Walk","88"
"Ry Cooder","Harper","M","0","Barrett","201.56036","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Corrido de Boxeo","42"
"Tom Petty","Harper","M","1","Barrett","263.23546","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Runnin' Down A Dream","42"
"Alanis Morissette","Harper","M","2","Barrett","262.32118","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Citizen Of The Planet (Album Version)","42"
"Graham Coxon","Harper","M","3","Barrett","221.88363","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Freakin' Out","42"
"Carpenters","Harper","M","4","Barrett","276.06159","paid","New York-Newark-Jersey City, NY-NJ-PA","632","(They Long To Be) Close To You","42"
"The Sugarcubes","Harper","M","5","Barrett","156.96934","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Blue Eyed Pop","42"
"Just Jack","Devin","M","1","Larson","246.64771","free","Tampa-St. Petersburg-Clearwater, FL","624","Mourning Morning","60"
"Creedence Clearwater Revival","Harper","M","7","Barrett","190.77179","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Lodi","42"
"Smile Empty Soul","Devin","M","2","Larson","224.33914","free","Tampa-St. Petersburg-Clearwater, FL","624","To The Ground","60"
"Jason Mraz","Harper","M","8","Barrett","243.48689","paid","New York-Newark-Jersey City, NY-NJ-PA","632","I'm Yours (Album Version)","42"
"RUN-DMC","Devin","M","3","Larson","182.77832","free","Tampa-St. Petersburg-Clearwater, FL","624","It's Tricky","60"
"The Union Underground","Harper","M","9","Barrett","206.96771","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Natural High","42"
"Jay-Jay Johanson","Devin","M","4","Larson","246.64771","free","Tampa-St. Petersburg-Clearwater, FL","624","Waiting","60"
"M.I.A.","Harper","M","10","Barrett","206.13179","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Paper Planes","42"
"Franz Ferdinand","Devin","M","5","Larson","183.35302","free","Tampa-St. Petersburg-Clearwater, FL","624","Fade Together","60"
"Todd Barry","Harper","M","11","Barrett","126.82404","paid","New York-Newark-Jersey City, NY-NJ-PA","632","Sugar Ray (LP Version)","42"
"Rilo Kiley","Harper","M","12","Barrett","222.06649","paid","New York-Newark-Jersey City, NY-NJ-PA","632","With Arms Outstretched (Album Version)","42"
"Paul Simon","Samuel","M","0","Gonzalez","189.72689","free","Houston-The Woodlands-Sugar Land, TX","703","The Sound Of Silence","61"
"Crystal Castles","Braden","M","1","Parker","293.8771","free","Youngstown-Warren-Boardman, OH-PA","570","Year Of Silence","74"
"Ultraje A Rigor","Jayden","M","0","Graves","214.282","paid","Marinette, WI-MI","594","InÃÂºtil","25"
"Journey","Jayden","M","1","Graves","250.14812","paid","Marinette, WI-MI","594","When You Love A Woman","25"
"John Mayer","Jayden","M","2","Graves","201.16853","paid","Marinette, WI-MI","594","Waiting On The World To Change","25"
"The Decemberists","Jayden","M","3","Graves","421.85098","paid","Marinette, WI-MI","594","I Was Meant For the Stage","25"
"Blue October","Ayleen","F","0","Wise","325.90322","free","Columbia, SC","212","Come In Closer","71"
"Priscilla Ahn","Jayden","M","4","Graves","211.64363","paid","Marinette, WI-MI","594","Dream","25"
"John Hiatt","Jayden","M","5","Graves","272.06485","paid","Marinette, WI-MI","594","Something Wild","25"
"Sauce Money Featuring Memphis Bleek","Jayden","M","6","Graves","280.21506","paid","Marinette, WI-MI","594","What We Do (Explicit) (Feat. Memphis Bleek)","25"
"Alice Deejay","Jayden","M","7","Graves","216.5024","paid","Marinette, WI-MI","594","Better Off Alone","25"
"Avenged Sevenfold","Jayden","M","8","Graves","538.30485","paid","Marinette, WI-MI","594","I Won't See You Tonight Part 1","25"
"Alejandro Sanz","Ryan","M","0","Smith","230.24281","free","San Jose-Sunnyvale-Santa Clara, CA","725","Non E_ Per Te_ Per Me","26"
"Black Mountain","Ryan","M","1","Smith","267.41506","free","San Jose-Sunnyvale-Santa Clara, CA","725","Stay Free (Album Version)","26"
"Tom Petty","Jayden","M","9","Graves","263.23546","paid","Marinette, WI-MI","594","Runnin' Down A Dream","25"
"Eddie Vedder","Jayden","M","10","Graves","164.17914","paid","Marinette, WI-MI","594","Guaranteed","25"
"Alex Party","Jayden","M","12","Graves","229.77261","paid","Marinette, WI-MI","594","Don't Give Me Your Life","25"
"Mission Of Burma","Jayden","M","13","Graves","188.1073","paid","Marinette, WI-MI","594","Comes Undone","25"
"Camera Obscura","Jayden","M","14","Graves","229.51138","paid","Marinette, WI-MI","594","James","25"
"Enya","Jayden","M","15","Graves","212.32281","paid","Marinette, WI-MI","594","May It Be (Album version)","25"
"R.I.O.","Jayden","M","16","Graves","217.12934","paid","Marinette, WI-MI","594","When The Sun Comes Down","25"
"Modest Mouse","Jayden","M","17","Graves","209.52771","paid","Marinette, WI-MI","594","Float On","25"
"Bill Withers","Jayden","M","18","Graves","383.73832","paid","Marinette, WI-MI","594","Make Love To Your Mind","25"
"Metallica","Jayden","M","19","Graves","306.46812","paid","Marinette, WI-MI","594","Ain't My Bitch","25"
"AFI","Jayden","M","20","Graves","176.48281","paid","Marinette, WI-MI","594","Miseria Cantare--The Beginning","25"
"Badly Drawn Boy","Jayden","M","21","Graves","306.46812","paid","Marinette, WI-MI","594","Wider Than a Smile","25"
"Dante Thomas","Jayden","M","22","Graves","217.65179","paid","Marinette, WI-MI","594","Get It On","25"
"Shinedown","Jayden","M","23","Graves","204.01587","paid","Marinette, WI-MI","594","Heroes (Album Version)","25"
"MGMT","Bronson","M","1","Harris","264.17587","free","Eugene, OR","682","Time To Pretend","33"
"Last Days Of April","Jayden","M","24","Graves","185.39057","paid","Marinette, WI-MI","594","Who's On The Phone?","25"
"Corinne Bailey Rae","Jayden","M","25","Graves","192.86159","paid","Marinette, WI-MI","594","Another Rainy Day","25"
"JosÃÂ© MercÃÂ©","Jayden","M","26","Graves","219.24526","paid","Marinette, WI-MI","594","Primavera","25"
"Lady GaGa","Jayden","M","27","Graves","249.20771","paid","Marinette, WI-MI","594","Monster","25"
"Javier Ruibal","Jayden","M","28","Graves","286.95465","paid","Marinette, WI-MI","594","Isla Mujeres","25"
"Finntroll","Jayden","M","29","Graves","280.37179","paid","Marinette, WI-MI","594","SÃÂ¥ng","25"
"Nada Surf","Jayden","M","30","Graves","220.57751","paid","Marinette, WI-MI","594","Popular (LP Version)","25"
"Redbone","Jayden","M","31","Graves","586.21342","paid","Marinette, WI-MI","594","Sizzle Gets It Again","25"
